Ch,AziCorr(deg),Dist(m),Rfl,Azi(deg),Ele(deg),t(us),x(m),y(m),z(m),,x_adj,y_adj
29,280.24,7.46,8,280.08,-13,977698,-7.153,1.292,-1.678,,,
30,280.25,7.032,6,280.08,-14,977698,-6.714,1.214,-1.701,,,
31,280.26,6.64,5,280.08,-15,977698,-6.311,1.141,-1.719,,,
32,280.26,6.288,7,280.08,-16,977698,-5.948,1.077,-1.733,,,
1,0,0,0,280.08,0,977698,0,0,0,,,
2,0,0,0,280.08,0,977698,0,0,0,,,
3,0,0,0,280.08,0,977698,0,0,0,,,
4,0,0,0,280.08,0,977698,0,0,0,,,
5,0,0,0,280.08,0,977698,0,0,0,,,
6,0,0,0,280.08,0,977698,0,0,0,,,
15,0,0,0,280.08,0,977698,0,0,0,,,
16,280.17,17.388,4,280.08,0,977698,-17.115,3.07,0,,,
17,280.18,17.464,0,280.08,-1,977698,-17.187,3.083,-0.305,,,
18,280.19,17.444,0,280.08,-2,977698,-17.159,3.081,-0.609,,,
19,280.19,12.668,0,280.08,-3,977698,-12.451,2.238,-0.663,,,
20,280.2,12.924,9,280.08,-4,977698,-12.689,2.281,-0.902,,,
21,280.2,12.824,4,280.08,-5,977698,-12.573,2.262,-1.118,,,
22,280.21,12.936,3,280.08,-6,977698,-12.662,2.278,-1.352,,,
23,280.21,12.748,9,280.08,-7,977698,-12.453,2.243,-1.554,,,
24,280.22,11.556,5,280.08,-8,977698,-11.262,2.028,-1.608,,,
25,280.22,10.296,7,280.08,-9,977698,-10.008,1.804,-1.611,,,
26,280.23,9.38,7,280.08,-10,977698,-9.091,1.639,-1.629,,,
27,280.23,8.624,8,280.08,-11,977698,-8.331,1.503,-1.646,,,
28,280.24,7.98,13,280.08,-12,977698,-7.682,1.386,-1.659,,,
29,280.24,7.46,8,280.08,-13,977698,-7.153,1.292,-1.678,,,
30,280.25,7.032,6,280.08,-14,977698,-6.714,1.214,-1.701,,,
31,280.26,6.64,5,280.08,-15,977698,-6.311,1.141,-1.719,,,
32,280.26,6.288,7,280.08,-16,977698,-5.948,1.077,-1.733,,,
1,0,0,0,280.26,0,977698,0,0,0,,,
2,0,0,0,280.26,0,977698,0,0,0,,,
3,0,0,0,280.26,0,977698,0,0,0,,,
4,0,0,0,280.26,0,977698,0,0,0,,,
5,0,0,0,280.26,0,977698,0,0,0,,,
6,0,0,0,280.26,0,977698,0,0,0,,,
15,0,0,0,280.26,0,977698,0,0,0,,,
16,280.35,17.42,6,280.26,0,977698,-17.137,3.13,0,,,
19,280.37,12.708,0,280.26,-3,977698,-12.483,2.284,-0.665,,,
20,280.38,12.876,9,280.26,-4,977698,-12.635,2.312,-0.898,,,
21,280.38,12.644,6,280.26,-5,977698,-12.39,2.269,-1.102,,,
22,280.39,12.672,8,280.26,-6,977698,-12.396,2.271,-1.325,,,
23,280.39,13.004,10,280.26,-7,977698,-12.695,2.328,-1.585,,,
24,280.4,11.54,5,280.26,-8,977698,-11.24,2.061,-1.606,,,
25,280.4,10.296,7,280.26,-9,977698,-10.002,1.836,-1.611,,,
26,280.41,9.388,6,280.26,-10,977698,-9.093,1.669,-1.63,,,
27,280.41,8.62,8,280.26,-11,977698,-8.322,1.529,-1.645,,,
28,280.42,7.976,11,280.26,-12,977698,-7.673,1.41,-1.658,,,
29,280.42,7.464,7,280.26,-13,977698,-7.153,1.315,-1.679,,,
30,280.43,7.032,5,280.26,-14,977698,-6.71,1.235,-1.701,,,
31,280.44,6.64,7,280.26,-15,977698,-6.308,1.161,-1.719,,,
32,280.44,6.288,6,280.26,-16,977698,-5.944,1.095,-1.733,,,
1,0,0,0,280.26,0,977698,0,0,0,,,
2,0,0,0,280.26,0,977698,0,0,0,,,
3,0,0,0,280.26,0,977698,0,0,0,,,
4,0,0,0,280.26,0,977698,0,0,0,,,
5,0,0,0,280.26,0,977698,0,0,0,,,
6,0,0,0,280.26,0,977698,0,0,0,,,
15,0,0,0,280.26,0,977698,0,0,0,,,
16,280.35,17.42,6,280.26,0,977698,-17.137,3.13,0,,,
19,280.37,12.708,0,280.26,-3,977698,-12.483,2.284,-0.665,,,
20,280.38,12.876,9,280.26,-4,977698,-12.635,2.312,-0.898,,,
21,280.38,12.644,6,280.26,-5,977698,-12.39,2.269,-1.102,,,
22,280.39,12.672,8,280.26,-6,977698,-12.396,2.271,-1.325,,,
23,280.39,13.004,10,280.26,-7,977698,-12.695,2.328,-1.585,,,
24,280.4,11.54,5,280.26,-8,977698,-11.24,2.061,-1.606,,,
25,280.4,10.296,7,280.26,-9,977698,-10.002,1.836,-1.611,,,
26,280.41,9.388,6,280.26,-10,977698,-9.093,1.669,-1.63,,,
27,280.41,8.62,8,280.26,-11,977698,-8.322,1.529,-1.645,,,
28,280.42,7.976,11,280.26,-12,977698,-7.673,1.41,-1.658,,,
29,280.42,7.464,7,280.26,-13,977698,-7.153,1.315,-1.679,,,
30,280.43,7.032,5,280.26,-14,977698,-6.71,1.235,-1.701,,,
31,280.44,6.64,7,280.26,-15,977698,-6.308,1.161,-1.719,,,
32,280.44,6.288,6,280.26,-16,977698,-5.944,1.095,-1.733,,,
1,0,0,0,280.44,0,977698,0,0,0,,,
2,0,0,0,280.44,0,977698,0,0,0,,,
3,0,0,0,280.44,0,977698,0,0,0,,,
4,0,0,0,280.44,0,977698,0,0,0,,,
5,0,0,0,280.44,0,977698,0,0,0,,,
6,0,0,0,280.44,0,977698,0,0,0,,,
16,280.53,17.444,6,280.44,0,977698,-17.15,3.188,0,,,
19,280.55,12.708,0,280.44,-3,977698,-12.476,2.324,-0.665,,,
20,280.56,12.708,3,280.44,-4,977698,-12.463,2.321,-0.886,,,
21,280.56,12.652,6,280.44,-5,977698,-12.39,2.31,-1.103,,,
22,280.57,12.668,20,280.44,-6,977698,-12.385,2.309,-1.324,,,
23,280.57,13,10,280.44,-7,977698,-12.684,2.367,-1.584,,,
24,280.58,11.548,5,280.44,-8,977698,-11.242,2.098,-1.607,,,
25,280.58,10.3,6,280.44,-9,977698,-10,1.868,-1.611,,,
26,280.59,9.388,6,280.44,-10,977698,-9.088,1.698,-1.63,,,
27,280.59,8.616,12,280.44,-11,977698,-8.314,1.554,-1.644,,,
28,280.6,7.976,13,280.44,-12,977698,-7.669,1.434,-1.658,,,
29,280.6,7.46,7,280.44,-13,977698,-7.145,1.337,-1.678,,,
30,280.61,7.028,6,280.44,-14,977698,-6.703,1.256,-1.7,,,
31,280.62,6.644,6,280.44,-15,977698,-6.308,1.182,-1.72,,,
32,280.62,6.296,6,280.44,-16,977698,-5.948,1.115,-1.735,,,
1,0,0,0,280.44,0,977698,0,0,0,,,
2,0,0,0,280.44,0,977698,0,0,0,,,
3,0,0,0,280.44,0,977698,0,0,0,,,
4,0,0,0,280.44,0,977698,0,0,0,,,
5,0,0,0,280.44,0,977698,0,0,0,,,
6,0,0,0,280.44,0,977698,0,0,0,,,
16,280.53,17.444,6,280.44,0,977698,-17.15,3.188,0,,,
17,280.54,17.496,1,280.44,-1,977698,-17.199,3.197,-0.305,,,
18,280.55,17.484,0,280.44,-2,977698,-17.179,3.196,-0.61,,,
19,280.55,12.708,0,280.44,-3,977698,-12.476,2.324,-0.665,,,
20,280.56,12.708,3,280.44,-4,977698,-12.463,2.321,-0.886,,,
21,280.56,12.652,6,280.44,-5,977698,-12.39,2.31,-1.103,,,
22,280.57,12.668,20,280.44,-6,977698,-12.385,2.309,-1.324,,,
23,280.57,13,10,280.44,-7,977698,-12.684,2.367,-1.584,,,
24,280.58,11.548,5,280.44,-8,977698,-11.242,2.098,-1.607,,,
25,280.58,10.3,6,280.44,-9,977698,-10,1.868,-1.611,,,
26,280.59,9.388,6,280.44,-10,977698,-9.088,1.698,-1.63,,,
27,280.59,8.616,12,280.44,-11,977698,-8.314,1.554,-1.644,,,
28,280.6,7.976,13,280.44,-12,977698,-7.669,1.434,-1.658,,,
29,280.6,7.46,7,280.44,-13,977698,-7.145,1.337,-1.678,,,
30,280.61,7.028,6,280.44,-14,977698,-6.703,1.256,-1.7,,,
31,280.62,6.644,6,280.44,-15,977698,-6.308,1.182,-1.72,,,
32,280.62,6.296,6,280.44,-16,977698,-5.948,1.115,-1.735,,,
1,0,0,0,280.62,0,977698,0,0,0,,,
2,0,0,0,280.62,0,977698,0,0,0,,,
3,0,0,0,280.62,0,977698,0,0,0,,,
4,0,0,0,280.62,0,977698,0,0,0,,,
5,0,0,0,280.62,0,977698,0,0,0,,,
6,0,0,0,280.62,0,977698,0,0,0,,,
15,0,0,0,280.62,0,977698,0,0,0,,,
16,280.71,17.448,4,280.62,0,977698,-17.144,3.243,0,,,
19,280.73,12.76,0,280.62,-3,977698,-12.52,2.372,-0.668,,,
20,280.74,12.68,1,280.62,-4,977698,-12.428,2.355,-0.885,,,
21,280.74,12.668,9,280.62,-5,977698,-12.399,2.352,-1.104,,,
22,280.75,12.692,6,280.62,-6,977698,-12.401,2.352,-1.327,,,
23,280.75,13,10,280.62,-7,977698,-12.677,2.407,-1.584,,,
24,280.76,11.54,5,280.62,-8,977698,-11.227,2.132,-1.606,,,
25,280.76,10.288,6,280.62,-9,977698,-9.983,1.897,-1.609,,,
26,280.77,9.388,6,280.62,-10,977698,-9.083,1.726,-1.63,,,
27,280.77,8.616,14,280.62,-11,977698,-8.309,1.58,-1.644,,,
28,280.78,7.98,12,280.62,-12,977698,-7.668,1.459,-1.659,,,
29,280.78,7.46,7,280.62,-13,977698,-7.141,1.36,-1.678,,,
30,280.79,7.032,5,280.62,-14,977698,-6.702,1.277,-1.701,,,
31,280.8,6.64,5,280.62,-15,977698,-6.3,1.201,-1.719,,,
32,280.8,6.3,6,280.62,-16,977698,-5.949,1.135,-1.737,,,
1,0,0,0,280.62,0,977698,0,0,0,,,
2,0,0,0,280.62,0,977698,0,0,0,,,
3,0,0,0,280.62,0,977698,0,0,0,,,
4,0,0,0,280.62,0,977698,0,0,0,,,
5,0,0,0,280.62,0,977698,0,0,0,,,
6,0,0,0,280.62,0,977698,0,0,0,,,
15,0,0,0,280.62,0,977698,0,0,0,,,
16,280.71,17.448,4,280.62,0,977698,-17.144,3.243,0,,,
17,280.72,17.508,0,280.62,-1,977698,-17.2,3.253,-0.306,,,
18,280.73,17.504,0,280.62,-2,977698,-17.188,3.254,-0.611,,,
19,280.73,12.76,0,280.62,-3,977698,-12.52,2.372,-0.668,,,
20,280.74,12.68,1,280.62,-4,977698,-12.428,2.355,-0.885,,,
21,280.74,12.668,9,280.62,-5,977698,-12.399,2.352,-1.104,,,
22,280.75,12.692,6,280.62,-6,977698,-12.401,2.352,-1.327,,,
23,280.75,13,10,280.62,-7,977698,-12.677,2.407,-1.584,,,
24,280.76,11.54,5,280.62,-8,977698,-11.227,2.132,-1.606,,,
25,280.76,10.288,6,280.62,-9,977698,-9.983,1.897,-1.609,,,
26,280.77,9.388,6,280.62,-10,977698,-9.083,1.726,-1.63,,,
27,280.77,8.616,14,280.62,-11,977698,-8.309,1.58,-1.644,,,
28,280.78,7.98,12,280.62,-12,977698,-7.668,1.459,-1.659,,,
29,280.78,7.46,7,280.62,-13,977698,-7.141,1.36,-1.678,,,
30,280.79,7.032,5,280.62,-14,977698,-6.702,1.277,-1.701,,,
31,280.8,6.64,5,280.62,-15,977698,-6.3,1.201,-1.719,,,
32,280.8,6.3,6,280.62,-16,977698,-5.949,1.135,-1.737,,,
1,0,0,0,280.8,0,977898,0,0,0,,,
2,0,0,0,280.8,0,977898,0,0,0,,,
3,0,0,0,280.8,0,977898,0,0,0,,,
4,0,0,0,280.8,0,977898,0,0,0,,,
5,0,0,0,280.8,0,977898,0,0,0,,,
6,0,0,0,280.8,0,977898,0,0,0,,,
15,0,0,0,280.8,0,977898,0,0,0,,,
16,280.89,17.492,2,280.8,0,977898,-17.177,3.305,0,,,
17,280.9,17.54,1,280.8,-1,977898,-17.222,3.313,-0.306,,,
19,280.91,12.776,0,280.8,-3,977898,-12.528,2.415,-0.669,,,
20,280.92,12.708,0,280.8,-4,977898,-12.448,2.399,-0.886,,,
21,280.92,12.94,7,280.8,-5,977898,-12.657,2.442,-1.128,,,
22,280.93,12.792,8,280.8,-6,977898,-12.492,2.41,-1.337,,,
23,280.93,12.988,11,280.8,-7,977898,-12.657,2.444,-1.583,,,
24,280.94,11.532,5,280.8,-8,977898,-11.213,2.165,-1.605,,,
25,280.94,10.292,6,280.8,-9,977898,-9.981,1.929,-1.61,,,
26,280.95,9.388,6,280.8,-10,977898,-9.077,1.755,-1.63,,,
27,280.95,8.608,18,280.8,-11,977898,-8.296,1.605,-1.642,,,
28,280.96,7.984,12,280.8,-12,977898,-7.667,1.483,-1.66,,,
29,280.96,7.464,5,280.8,-13,977898,-7.14,1.383,-1.679,,,
30,280.97,7.032,6,280.8,-14,977898,-6.698,1.298,-1.701,,,
31,280.98,6.644,5,280.8,-15,977898,-6.3,1.221,-1.72,,,
32,280.98,6.3,6,280.8,-16,977898,-5.945,1.153,-1.737,,,
1,0,0,0,280.8,0,977898,0,0,0,,,
2,0,0,0,280.8,0,977898,0,0,0,,,
3,0,0,0,280.8,0,977898,0,0,0,,,
4,0,0,0,280.8,0,977898,0,0,0,,,
5,0,0,0,280.8,0,977898,0,0,0,,,
6,0,0,0,280.8,0,977898,0,0,0,,,
15,0,0,0,280.8,0,977898,0,0,0,,,
16,280.89,17.492,2,280.8,0,977898,-17.177,3.305,0,,,
17,280.9,17.54,1,280.8,-1,977898,-17.222,3.313,-0.306,,,
18,280.91,17.552,1,280.8,-2,977898,-17.225,3.317,-0.613,,,
19,280.91,12.776,0,280.8,-3,977898,-12.528,2.415,-0.669,,,
20,280.92,12.708,0,280.8,-4,977898,-12.448,2.399,-0.886,,,
21,280.92,12.94,7,280.8,-5,977898,-12.657,2.442,-1.128,,,
22,280.93,12.792,8,280.8,-6,977898,-12.492,2.41,-1.337,,,
23,280.93,12.988,11,280.8,-7,977898,-12.657,2.444,-1.583,,,
24,280.94,11.532,5,280.8,-8,977898,-11.213,2.165,-1.605,,,
25,280.94,10.292,6,280.8,-9,977898,-9.981,1.929,-1.61,,,
26,280.95,9.388,6,280.8,-10,977898,-9.077,1.755,-1.63,,,
27,280.95,8.608,18,280.8,-11,977898,-8.296,1.605,-1.642,,,
28,280.96,7.984,12,280.8,-12,977898,-7.667,1.483,-1.66,,,
29,280.96,7.464,5,280.8,-13,977898,-7.14,1.383,-1.679,,,
30,280.97,7.032,6,280.8,-14,977898,-6.698,1.298,-1.701,,,
31,280.98,6.644,5,280.8,-15,977898,-6.3,1.221,-1.72,,,
32,280.98,6.3,6,280.8,-16,977898,-5.945,1.153,-1.737,,,
1,0,0,0,280.98,0,977898,0,0,0,,,
2,0,0,0,280.98,0,977898,0,0,0,,,
3,0,0,0,280.98,0,977898,0,0,0,,,
4,0,0,0,280.98,0,977898,0,0,0,,,
15,0,0,0,280.98,0,977898,0,0,0,,,
16,281.07,17.508,7,280.98,0,977898,-17.182,3.362,0,,,
17,281.08,17.528,3,280.98,-1,977898,-17.199,3.365,-0.306,,,
19,281.09,12.804,0,280.98,-3,977898,-12.548,2.459,-0.67,,,
20,281.1,12.716,0,280.98,-4,977898,-12.448,2.44,-0.887,,,
21,281.1,12.864,5,280.98,-5,977898,-12.575,2.467,-1.121,,,
22,281.11,12.956,7,280.98,-6,977898,-12.644,2.481,-1.354,,,
23,281.11,12.992,11,280.98,-7,977898,-12.653,2.485,-1.583,,,
24,281.12,11.532,5,280.98,-8,977898,-11.206,2.201,-1.605,,,
25,281.12,10.292,6,280.98,-9,977898,-9.974,1.961,-1.61,,,
26,281.13,9.384,6,280.98,-10,977898,-9.068,1.782,-1.63,,,
27,281.13,8.616,15,280.98,-11,977898,-8.299,1.633,-1.644,,,
28,281.14,7.988,10,280.98,-12,977898,-7.666,1.508,-1.661,,,
29,281.14,7.46,6,280.98,-13,977898,-7.132,1.404,-1.678,,,
30,281.15,7.028,5,280.98,-14,977898,-6.691,1.319,-1.7,,,
31,281.16,6.644,7,280.98,-15,977898,-6.296,1.241,-1.72,,,
32,281.16,6.3,6,280.98,-16,977898,-5.941,1.172,-1.737,,,
1,0,0,0,280.98,0,977898,0,0,0,,,
2,0,0,0,280.98,0,977898,0,0,0,,,
3,0,0,0,280.98,0,977898,0,0,0,,,
4,0,0,0,280.98,0,977898,0,0,0,,,
15,0,0,0,280.98,0,977898,0,0,0,,,
16,281.07,17.508,7,280.98,0,977898,-17.182,3.362,0,,,
17,281.08,17.528,3,280.98,-1,977898,-17.199,3.365,-0.306,,,
18,281.09,17.552,3,280.98,-2,977898,-17.214,3.371,-0.613,,,
19,281.09,12.804,0,280.98,-3,977898,-12.548,2.459,-0.67,,,
20,281.1,12.716,0,280.98,-4,977898,-12.448,2.44,-0.887,,,
21,281.1,12.864,5,280.98,-5,977898,-12.575,2.467,-1.121,,,
22,281.11,12.956,7,280.98,-6,977898,-12.644,2.481,-1.354,,,
23,281.11,12.992,11,280.98,-7,977898,-12.653,2.485,-1.583,,,
24,281.12,11.532,5,280.98,-8,977898,-11.206,2.201,-1.605,,,
25,281.12,10.292,6,280.98,-9,977898,-9.974,1.961,-1.61,,,
26,281.13,9.384,6,280.98,-10,977898,-9.068,1.782,-1.63,,,
27,281.13,8.616,15,280.98,-11,977898,-8.299,1.633,-1.644,,,
28,281.14,7.988,10,280.98,-12,977898,-7.666,1.508,-1.661,,,
29,281.14,7.46,6,280.98,-13,977898,-7.132,1.404,-1.678,,,
30,281.15,7.028,5,280.98,-14,977898,-6.691,1.319,-1.7,,,
31,281.16,6.644,7,280.98,-15,977898,-6.296,1.241,-1.72,,,
32,281.16,6.3,6,280.98,-16,977898,-5.941,1.172,-1.737,,,
1,0,0,0,281.16,0,977898,0,0,0,,,
2,0,0,0,281.16,0,977898,0,0,0,,,
3,0,0,0,281.16,0,977898,0,0,0,,,
4,0,0,0,281.16,0,977898,0,0,0,,,
5,0,0,0,281.16,0,977898,0,0,0,,,
15,0,0,0,281.16,0,977898,0,0,0,,,
16,281.25,17.528,3,281.16,0,977898,-17.191,3.42,0,,,
19,281.27,12.856,0,281.16,-3,977898,-12.591,2.509,-0.673,,,
20,281.28,12.752,0,281.16,-4,977898,-12.476,2.486,-0.89,,,
21,281.28,12.744,3,281.16,-5,977898,-12.45,2.483,-1.111,,,
22,281.29,12.836,6,281.16,-6,977898,-12.519,2.497,-1.342,,,
23,281.29,12.984,11,281.16,-7,977898,-12.638,2.523,-1.582,,,
24,281.3,11.524,5,281.16,-8,977898,-11.191,2.234,-1.604,,,
25,281.3,10.292,6,281.16,-9,977898,-9.968,1.992,-1.61,,,
26,281.31,9.384,6,281.16,-10,977898,-9.062,1.811,-1.63,,,
27,281.31,8.612,16,281.16,-11,977898,-8.29,1.658,-1.643,,,
28,281.32,7.98,10,281.16,-12,977898,-7.654,1.531,-1.659,,,
29,281.32,7.464,5,281.16,-13,977898,-7.131,1.428,-1.679,,,
30,281.33,7.032,6,281.16,-14,977898,-6.69,1.34,-1.701,,,
31,281.34,6.64,6,281.16,-15,977898,-6.289,1.26,-1.719,,,
32,281.34,6.3,6,281.16,-16,977898,-5.938,1.191,-1.737,,,
1,0,0,0,281.16,0,977898,0,0,0,,,
2,0,0,0,281.16,0,977898,0,0,0,,,
3,0,0,0,281.16,0,977898,0,0,0,,,
4,0,0,0,281.16,0,977898,0,0,0,,,
5,0,0,0,281.16,0,977898,0,0,0,,,
15,0,0,0,281.16,0,977898,0,0,0,,,
16,281.25,17.528,3,281.16,0,977898,-17.191,3.42,0,,,
19,281.27,12.856,0,281.16,-3,977898,-12.591,2.509,-0.673,,,
20,281.28,12.752,0,281.16,-4,977898,-12.476,2.486,-0.89,,,
21,281.28,12.744,3,281.16,-5,977898,-12.45,2.483,-1.111,,,
22,281.29,12.836,6,281.16,-6,977898,-12.519,2.497,-1.342,,,
23,281.29,12.984,11,281.16,-7,977898,-12.638,2.523,-1.582,,,
24,281.3,11.524,5,281.16,-8,977898,-11.191,2.234,-1.604,,,
25,281.3,10.292,6,281.16,-9,977898,-9.968,1.992,-1.61,,,
26,281.31,9.384,6,281.16,-10,977898,-9.062,1.811,-1.63,,,
27,281.31,8.612,16,281.16,-11,977898,-8.29,1.658,-1.643,,,
28,281.32,7.98,10,281.16,-12,977898,-7.654,1.531,-1.659,,,
29,281.32,7.464,5,281.16,-13,977898,-7.131,1.428,-1.679,,,
30,281.33,7.032,6,281.16,-14,977898,-6.69,1.34,-1.701,,,
31,281.34,6.64,6,281.16,-15,977898,-6.289,1.26,-1.719,,,
32,281.34,6.3,6,281.16,-16,977898,-5.938,1.191,-1.737,,,
1,0,0,0,281.34,0,977898,0,0,0,,,
2,0,0,0,281.34,0,977898,0,0,0,,,
3,0,0,0,281.34,0,977898,0,0,0,,,
4,0,0,0,281.34,0,977898,0,0,0,,,
15,0,0,0,281.34,0,977898,0,0,0,,,
16,281.43,17.544,2,281.34,0,977898,-17.196,3.477,0,,,
19,281.45,12.912,0,281.34,-3,977898,-12.638,2.56,-0.676,,,
20,281.46,12.756,0,281.34,-4,977898,-12.472,2.526,-0.89,,,
21,281.46,12.768,0,281.34,-5,977898,-12.466,2.527,-1.113,,,
22,281.47,12.808,2,281.34,-6,977898,-12.484,2.531,-1.339,,,
23,281.47,12.984,10,281.34,-7,977898,-12.63,2.563,-1.582,,,
24,281.48,11.516,5,281.34,-8,977898,-11.176,2.268,-1.603,,,
25,281.48,10.3,6,281.34,-9,977898,-9.97,2.025,-1.611,,,
26,281.49,9.384,6,281.34,-10,977898,-9.057,1.839,-1.63,,,
27,281.49,8.6,12,281.34,-11,977898,-8.273,1.682,-1.641,,,
28,281.5,7.984,7,281.34,-12,977898,-7.653,1.556,-1.66,,,
29,281.5,7.464,6,281.34,-13,977898,-7.127,1.45,-1.679,,,
30,281.51,7.028,6,281.34,-14,977898,-6.682,1.361,-1.7,,,
31,281.52,6.652,5,281.34,-15,977898,-6.296,1.282,-1.722,,,
32,281.52,6.296,6,281.34,-16,977898,-5.93,1.209,-1.735,,,
1,0,0,0,281.34,0,977898,0,0,0,,,
2,0,0,0,281.34,0,977898,0,0,0,,,
3,0,0,0,281.34,0,977898,0,0,0,,,
4,0,0,0,281.34,0,977898,0,0,0,,,
15,0,0,0,281.34,0,977898,0,0,0,,,
16,281.43,17.544,2,281.34,0,977898,-17.196,3.477,0,,,
17,281.44,17.596,0,281.34,-1,977898,-17.244,3.486,-0.307,,,
18,281.45,17.608,1,281.34,-2,977898,-17.248,3.49,-0.615,,,
19,281.45,12.912,0,281.34,-3,977898,-12.638,2.56,-0.676,,,
20,281.46,12.756,0,281.34,-4,977898,-12.472,2.526,-0.89,,,
21,281.46,12.768,0,281.34,-5,977898,-12.466,2.527,-1.113,,,
22,281.47,12.808,2,281.34,-6,977898,-12.484,2.531,-1.339,,,
23,281.47,12.984,10,281.34,-7,977898,-12.63,2.563,-1.582,,,
24,281.48,11.516,5,281.34,-8,977898,-11.176,2.268,-1.603,,,
25,281.48,10.3,6,281.34,-9,977898,-9.97,2.025,-1.611,,,
26,281.49,9.384,6,281.34,-10,977898,-9.057,1.839,-1.63,,,
27,281.49,8.6,12,281.34,-11,977898,-8.273,1.682,-1.641,,,
28,281.5,7.984,7,281.34,-12,977898,-7.653,1.556,-1.66,,,
29,281.5,7.464,6,281.34,-13,977898,-7.127,1.45,-1.679,,,
30,281.51,7.028,6,281.34,-14,977898,-6.682,1.361,-1.7,,,
31,281.52,6.652,5,281.34,-15,977898,-6.296,1.282,-1.722,,,
32,281.52,6.296,6,281.34,-16,977898,-5.93,1.209,-1.735,,,
1,0,0,0,281.52,0,978099,0,0,0,,,
2,0,0,0,281.52,0,978099,0,0,0,,,
3,0,0,0,281.52,0,978099,0,0,0,,,
4,0,0,0,281.52,0,978099,0,0,0,,,
16,281.61,17.584,2,281.52,0,978099,-17.224,3.539,0,,,
19,281.63,13.004,0,281.52,-3,978099,-12.72,2.618,-0.681,,,
20,281.64,12.792,0,281.52,-4,978099,-12.499,2.572,-0.892,,,
21,281.64,12.78,0,281.52,-5,978099,-12.47,2.569,-1.114,,,
22,281.65,12.86,0,281.52,-6,978099,-12.527,2.58,-1.344,,,
23,281.65,12.972,10,281.52,-7,978099,-12.61,2.6,-1.581,,,
24,281.66,11.508,5,281.52,-8,978099,-11.161,2.301,-1.602,,,
25,281.66,10.288,6,281.52,-9,978099,-9.952,2.054,-1.609,,,
26,281.67,9.38,6,281.52,-10,978099,-9.047,1.867,-1.629,,,
27,281.67,8.608,16,281.52,-11,978099,-8.275,1.709,-1.642,,,
28,281.68,7.976,8,281.52,-12,978099,-7.64,1.578,-1.658,,,
29,281.68,7.464,7,281.52,-13,978099,-7.122,1.472,-1.679,,,
30,281.69,7.028,7,281.52,-14,978099,-6.678,1.382,-1.7,,,
31,281.7,6.644,6,281.52,-15,978099,-6.284,1.3,-1.72,,,
32,281.7,6.304,7,281.52,-16,978099,-5.934,1.229,-1.738,,,
1,0,0,0,281.52,0,978099,0,0,0,,,
2,0,0,0,281.52,0,978099,0,0,0,,,
3,0,0,0,281.52,0,978099,0,0,0,,,
4,0,0,0,281.52,0,978099,0,0,0,,,
16,281.61,17.584,2,281.52,0,978099,-17.224,3.539,0,,,
19,281.63,13.004,0,281.52,-3,978099,-12.72,2.618,-0.681,,,
20,281.64,12.792,0,281.52,-4,978099,-12.499,2.572,-0.892,,,
21,281.64,12.78,0,281.52,-5,978099,-12.47,2.569,-1.114,,,
22,281.65,12.86,0,281.52,-6,978099,-12.527,2.58,-1.344,,,
23,281.65,12.972,10,281.52,-7,978099,-12.61,2.6,-1.581,,,
24,281.66,11.508,5,281.52,-8,978099,-11.161,2.301,-1.602,,,
25,281.66,10.288,6,281.52,-9,978099,-9.952,2.054,-1.609,,,
26,281.67,9.38,6,281.52,-10,978099,-9.047,1.867,-1.629,,,
27,281.67,8.608,16,281.52,-11,978099,-8.275,1.709,-1.642,,,
28,281.68,7.976,8,281.52,-12,978099,-7.64,1.578,-1.658,,,
29,281.68,7.464,7,281.52,-13,978099,-7.122,1.472,-1.679,,,
30,281.69,7.028,7,281.52,-14,978099,-6.678,1.382,-1.7,,,
31,281.7,6.644,6,281.52,-15,978099,-6.284,1.3,-1.72,,,
32,281.7,6.304,7,281.52,-16,978099,-5.934,1.229,-1.738,,,
1,0,0,0,281.7,0,978099,0,0,0,,,
2,0,0,0,281.7,0,978099,0,0,0,,,
3,0,0,0,281.7,0,978099,0,0,0,,,
4,0,0,0,281.7,0,978099,0,0,0,,,
15,0,0,0,281.7,0,978099,0,0,0,,,
16,281.79,17.608,1,281.7,0,978099,-17.237,3.598,0,,,
20,281.82,12.916,0,281.7,-4,978099,-12.612,2.637,-0.901,,,
21,281.82,12.836,0,281.7,-5,978099,-12.516,2.619,-1.119,,,
22,281.83,12.892,0,281.7,-6,978099,-12.55,2.626,-1.348,,,
23,281.83,12.964,10,281.7,-7,978099,-12.594,2.638,-1.58,,,
24,281.84,11.512,6,281.7,-8,978099,-11.158,2.337,-1.602,,,
25,281.84,10.288,6,281.7,-9,978099,-9.945,2.085,-1.609,,,
26,281.85,9.38,6,281.7,-10,978099,-9.041,1.895,-1.629,,,
27,281.85,8.608,16,281.7,-11,978099,-8.27,1.735,-1.642,,,
28,281.86,7.98,9,281.7,-12,978099,-7.639,1.603,-1.659,,,
29,281.86,7.464,8,281.7,-13,978099,-7.117,1.495,-1.679,,,
30,281.87,7.032,7,281.7,-14,978099,-6.677,1.403,-1.701,,,
31,281.88,6.648,5,281.7,-15,978099,-6.284,1.321,-1.721,,,
32,281.88,6.292,6,281.7,-16,978099,-5.919,1.245,-1.734,,,
1,0,0,0,281.7,0,978099,0,0,0,,,
2,0,0,0,281.7,0,978099,0,0,0,,,
